question_id,system,failure_type,exact_match,token_f1,numeric_accuracy,answer_coverage_at_3,noise_reason
META_2025_NUMERIC_FACT_944a90b3,rag_gpt_tfidf_top3,correct,False,0.0,True,True,none
META_2025_NUMERIC_FACT_944a90b3,oracle_gpt,numeric_unit_error,False,0.0,False,True,none
META_2025_NUMERIC_FACT_944a90b3,random_context_gpt,numeric_unit_error,False,0.0,False,True,none
META_2025_NUMERIC_FACT_8253babd,baseline_gpt,numeric_unit_error,False,0.0,False,,none
META_2025_NUMERIC_FACT_8253babd,rag_gpt_tfidf_top3,correct,False,0.0,True,True,none
META_2025_NUMERIC_FACT_8253babd,oracle_gpt,numeric_unit_error,False,0.0,False,True,none
META_2025_NUMERIC_FACT_8253babd,random_context_gpt,numeric_unit_error,False,0.0,False,True,none
META_2025_NUMERIC_FACT_333a7257,baseline_gpt,numeric_unit_error,False,0.0,False,,none
META_2025_NUMERIC_FACT_333a7257,rag_gpt_tfidf_top3,correct,False,0.0,True,True,none
META_2025_NUMERIC_FACT_333a7257,oracle_gpt,numeric_unit_error,False,0.0,False,True,none
META_2025_NUMERIC_FACT_333a7257,random_context_gpt,numeric_unit_error,False,0.0,False,True,none
META_2025_NUMERIC_FACT_25ef3ab4,baseline_gpt,numeric_unit_error,False,0.0,False,,none
META_2025_NUMERIC_FACT_25ef3ab4,rag_gpt_tfidf_top3,correct,False,0.0,True,True,none
META_2025_NUMERIC_FACT_25ef3ab4,oracle_gpt,numeric_unit_error,False,0.0,False,True,none
META_2025_NUMERIC_FACT_25ef3ab4,random_context_gpt,numeric_unit_error,False,0.0,False,True,none
META_2025_NUMERIC_FACT_170e2b3b,baseline_gpt,numeric_unit_error,False,0.0,False,,none
META_2025_NUMERIC_FACT_170e2b3b,rag_gpt_tfidf_top3,correct,False,0.0,True,True,none
META_2025_NUMERIC_FACT_170e2b3b,oracle_gpt,numeric_unit_error,False,0.0,False,True,none
META_2025_NUMERIC_FACT_170e2b3b,random_context_gpt,numeric_unit_error,False,0.0,False,True,none
META_2025_NUMERIC_FACT_f6411cbf,baseline_gpt,numeric_unit_error,False,0.0,False,,none
META_2025_NUMERIC_FACT_f6411cbf,rag_gpt_tfidf_top3,correct,False,0.0,True,True,none
META_2025_NUMERIC_FACT_f6411cbf,oracle_gpt,numeric_unit_error,False,0.0,False,True,none
META_2025_NUMERIC_FACT_f6411cbf,random_context_gpt,numeric_unit_error,False,0.0,False,True,none
META_2025_NUMERIC_FACT_0166ad41,baseline_gpt,numeric_unit_error,False,0.0,False,,none
META_2025_NUMERIC_FACT_0166ad41,rag_gpt_tfidf_top3,correct,False,0.0,True,True,none
META_2025_NUMERIC_FACT_0166ad41,oracle_gpt,numeric_unit_error,False,0.0,False,True,none
META_2025_NUMERIC_FACT_0166ad41,random_context_gpt,numeric_unit_error,False,0.0,False,True,none
MSFT_2025_NUMERIC_FACT_9191bfbf,baseline_gpt,numeric_unit_error,False,0.0,False,,none
MSFT_2025_NUMERIC_FACT_9191bfbf,rag_gpt_tfidf_top3,correct,False,0.0,True,True,none
MSFT_2025_NUMERIC_FACT_9191bfbf,oracle_gpt,numeric_unit_error,False,0.0,False,True,none
MSFT_2025_NUMERIC_FACT_9191bfbf,random_context_gpt,numeric_unit_error,False,0.0,False,False,none
MSFT_2025_NUMERIC_FACT_9f2605b4,baseline_gpt,wrong_section,False,0.0,False,,wrong_section
MSFT_2025_NUMERIC_FACT_9f2605b4,rag_gpt_tfidf_top3,wrong_section,False,0.0,False,False,wrong_section
MSFT_2025_NUMERIC_FACT_9f2605b4,oracle_gpt,wrong_section,False,0.0,False,True,wrong_section
MSFT_2025_NUMERIC_FACT_9f2605b4,random_context_gpt,wrong_section,False,0.0,False,False,wrong_section
MSFT_2025_NUMERIC_FACT_d7b97e2a,baseline_gpt,wrong_section,False,0.0,False,,wrong_section
MSFT_2025_NUMERIC_FACT_d7b97e2a,rag_gpt_tfidf_top3,wrong_section,False,0.0,False,True,wrong_section
MSFT_2025_NUMERIC_FACT_d7b97e2a,oracle_gpt,wrong_section,False,0.0,False,True,wrong_section
MSFT_2025_NUMERIC_FACT_d7b97e2a,random_context_gpt,wrong_section,False,0.0,False,True,wrong_section
MSFT_2025_NUMERIC_FACT_9f4d9c0e,baseline_gpt,wrong_section,False,0.0,False,,wrong_section
MSFT_2025_NUMERIC_FACT_9f4d9c0e,rag_gpt_tfidf_top3,wrong_section,False,0.0,False,False,wrong_section
MSFT_2025_NUMERIC_FACT_9f4d9c0e,oracle_gpt,wrong_section,False,0.0,False,True,wrong_section
MSFT_2025_NUMERIC_FACT_9f4d9c0e,random_context_gpt,wrong_section,False,0.0,False,False,wrong_section
MSFT_2025_NUMERIC_FACT_4ceeac5f,baseline_gpt,numeric_unit_error,False,0.0,False,,none
MSFT_2025_NUMERIC_FACT_4ceeac5f,rag_gpt_tfidf_top3,correct,False,0.0,True,True,none
MSFT_2025_NUMERIC_FACT_4ceeac5f,oracle_gpt,numeric_unit_error,False,0.0,False,True,none
MSFT_2025_NUMERIC_FACT_4ceeac5f,random_context_gpt,numeric_unit_error,False,0.0,False,False,none
MSFT_2025_NUMERIC_FACT_40e04007,baseline_gpt,wrong_section,False,0.0,False,,wrong_section
MSFT_2025_NUMERIC_FACT_40e04007,rag_gpt_tfidf_top3,wrong_section,False,0.0,False,False,wrong_section
MSFT_2025_NUMERIC_FACT_40e04007,oracle_gpt,wrong_section,False,0.0,False,True,wrong_section
MSFT_2025_NUMERIC_FACT_40e04007,random_context_gpt,wrong_section,False,0.0,False,False,wrong_section
MSFT_2025_NUMERIC_FACT_2f692fd7,baseline_gpt,numeric_unit_error,False,0.0,False,,none
MSFT_2025_NUMERIC_FACT_2f692fd7,rag_gpt_tfidf_top3,correct,False,0.0,True,True,none
MSFT_2025_NUMERIC_FACT_2f692fd7,oracle_gpt,numeric_unit_error,False,0.0,False,True,none
MSFT_2025_NUMERIC_FACT_2f692fd7,random_context_gpt,numeric_unit_error,False,0.0,False,False,none
MSFT_2025_NUMERIC_FACT_cc63424c,baseline_gpt,numeric_unit_error,False,0.0,False,,none
MSFT_2025_NUMERIC_FACT_cc63424c,rag_gpt_tfidf_top3,correct,False,0.0,True,True,none
MSFT_2025_NUMERIC_FACT_cc63424c,oracle_gpt,numeric_unit_error,False,0.0,False,True,none
MSFT_2025_NUMERIC_FACT_cc63424c,random_context_gpt,numeric_unit_error,False,0.0,False,False,none
MSFT_2025_NUMERIC_FACT_2296810a,baseline_gpt,numeric_unit_error,False,0.0,False,,none
MSFT_2025_NUMERIC_FACT_2296810a,rag_gpt_tfidf_top3,correct,False,0.0,True,True,none
MSFT_2025_NUMERIC_FACT_2296810a,oracle_gpt,numeric_unit_error,False,0.0,False,True,none
MSFT_2025_NUMERIC_FACT_2296810a,random_context_gpt,numeric_unit_error,False,0.0,False,False,none
MSFT_2025_NUMERIC_FACT_3bde62ed,baseline_gpt,numeric_unit_error,False,0.0,False,,none
MSFT_2025_NUMERIC_FACT_3bde62ed,rag_gpt_tfidf_top3,correct,False,0.0,True,True,none
MSFT_2025_NUMERIC_FACT_3bde62ed,oracle_gpt,numeric_unit_error,False,0.0,False,True,none
MSFT_2025_NUMERIC_FACT_3bde62ed,random_context_gpt,numeric_unit_error,False,0.0,False,False,none
NVDA_2025_NUMERIC_FACT_03f2e395,baseline_gpt,wrong_section,False,0.0,False,,wrong_section
NVDA_2025_NUMERIC_FACT_03f2e395,rag_gpt_tfidf_top3,correct,False,0.0,True,True,wrong_section
NVDA_2025_NUMERIC_FACT_03f2e395,oracle_gpt,wrong_section,False,0.0,False,True,wrong_section
NVDA_2025_NUMERIC_FACT_03f2e395,random_context_gpt,wrong_section,False,0.0,False,False,wrong_section
NVDA_2025_NUMERIC_FACT_6bb5452f,baseline_gpt,numeric_unit_error,False,0.0,False,,none
NVDA_2025_NUMERIC_FACT_6bb5452f,rag_gpt_tfidf_top3,correct,False,0.0,True,True,none
NVDA_2025_NUMERIC_FACT_6bb5452f,oracle_gpt,numeric_unit_error,False,0.0,False,True,none
NVDA_2025_NUMERIC_FACT_6bb5452f,random_context_gpt,numeric_unit_error,False,0.0,False,False,none
NVDA_2025_NUMERIC_FACT_379456e3,baseline_gpt,numeric_unit_error,False,0.0,False,,none
NVDA_2025_NUMERIC_FACT_379456e3,rag_gpt_tfidf_top3,correct,False,0.0,True,True,none
NVDA_2025_NUMERIC_FACT_379456e3,oracle_gpt,numeric_unit_error,False,0.0,False,True,none
NVDA_2025_NUMERIC_FACT_379456e3,random_context_gpt,numeric_unit_error,False,0.0,False,True,none
NVDA_2025_NUMERIC_FACT_7f0b28ee,baseline_gpt,numeric_unit_error,False,0.0,False,,none
NVDA_2025_NUMERIC_FACT_7f0b28ee,rag_gpt_tfidf_top3,correct,False,0.0,True,True,none
NVDA_2025_NUMERIC_FACT_7f0b28ee,oracle_gpt,numeric_unit_error,False,0.0,False,True,none
NVDA_2025_NUMERIC_FACT_7f0b28ee,random_context_gpt,numeric_unit_error,False,0.0,False,True,none
NVDA_2025_NUMERIC_FACT_163719a3,baseline_gpt,numeric_unit_error,False,0.0,False,,table_label_missing
NVDA_2025_NUMERIC_FACT_163719a3,rag_gpt_tfidf_top3,retrieval_miss,False,0.0,False,False,table_label_missing
NVDA_2025_NUMERIC_FACT_163719a3,oracle_gpt,numeric_unit_error,False,0.0,False,True,table_label_missing
NVDA_2025_NUMERIC_FACT_163719a3,random_context_gpt,numeric_unit_error,False,0.0,False,False,table_label_missing
NVDA_2025_NUMERIC_FACT_d3963fb5,baseline_gpt,numeric_unit_error,False,0.0,False,,table_label_missing
NVDA_2025_NUMERIC_FACT_d3963fb5,rag_gpt_tfidf_top3,retrieval_miss,False,0.0,False,False,table_label_missing
NVDA_2025_NUMERIC_FACT_d3963fb5,oracle_gpt,numeric_unit_error,False,0.0,False,True,table_label_missing
NVDA_2025_NUMERIC_FACT_d3963fb5,random_context_gpt,numeric_unit_error,False,0.0,False,False,table_label_missing
NVDA_2025_NUMERIC_FACT_a5a995e3,baseline_gpt,numeric_unit_error,False,0.0,False,,none
NVDA_2025_NUMERIC_FACT_a5a995e3,rag_gpt_tfidf_top3,correct,False,0.0,True,True,none
NVDA_2025_NUMERIC_FACT_a5a995e3,oracle_gpt,numeric_unit_error,False,0.0,False,True,none
NVDA_2025_NUMERIC_FACT_a5a995e3,random_context_gpt,numeric_unit_error,False,0.0,False,True,none
NVDA_2025_NUMERIC_FACT_aa742ed6,baseline_gpt,numeric_unit_error,False,0.0,False,,table_label_missing
NVDA_2025_NUMERIC_FACT_aa742ed6,rag_gpt_tfidf_top3,retrieval_miss,False,0.0,False,False,table_label_missing
NVDA_2025_NUMERIC_FACT_aa742ed6,oracle_gpt,numeric_unit_error,False,0.0,False,True,table_label_missing
NVDA_2025_NUMERIC_FACT_aa742ed6,random_context_gpt,numeric_unit_error,False,0.0,False,False,table_label_missing
NVDA_2025_NUMERIC_FACT_be096900,baseline_gpt,numeric_unit_error,False,0.0,False,,none
NVDA_2025_NUMERIC_FACT_be096900,rag_gpt_tfidf_top3,correct,False,0.0,True,True,none
NVDA_2025_NUMERIC_FACT_be096900,oracle_gpt,numeric_unit_error,False,0.0,False,True,none
NVDA_2025_NUMERIC_FACT_be096900,random_context_gpt,numeric_unit_error,False,0.0,False,False,none
TSLA_2025_NUMERIC_FACT_cb26f4ec,baseline_gpt,wrong_section,False,0.0,False,,wrong_section
TSLA_2025_NUMERIC_FACT_cb26f4ec,rag_gpt_tfidf_top3,wrong_section,False,0.0,False,False,wrong_section
TSLA_2025_NUMERIC_FACT_cb26f4ec,oracle_gpt,wrong_section,False,0.0,False,True,wrong_section
TSLA_2025_NUMERIC_FACT_cb26f4ec,random_context_gpt,wrong_section,False,0.0,False,False,wrong_section
TSLA_2025_NUMERIC_FACT_e5e08578,baseline_gpt,wrong_section,False,0.0,False,,wrong_section
TSLA_2025_NUMERIC_FACT_e5e08578,rag_gpt_tfidf_top3,wrong_section,False,0.0,False,False,wrong_section
TSLA_2025_NUMERIC_FACT_e5e08578,oracle_gpt,wrong_section,False,0.0,False,True,wrong_section
TSLA_2025_NUMERIC_FACT_e5e08578,random_context_gpt,wrong_section,False,0.0,False,False,wrong_section
TSLA_2025_NUMERIC_FACT_7e39bf9f,baseline_gpt,numeric_unit_error,False,0.0,False,,none
TSLA_2025_NUMERIC_FACT_7e39bf9f,rag_gpt_tfidf_top3,correct,False,0.0,True,True,none
TSLA_2025_NUMERIC_FACT_7e39bf9f,oracle_gpt,numeric_unit_error,False,0.0,False,True,none
TSLA_2025_NUMERIC_FACT_7e39bf9f,random_context_gpt,numeric_unit_error,False,0.0,False,False,none
TSLA_2025_NUMERIC_FACT_7e59f4e1,baseline_gpt,numeric_unit_error,False,0.0,False,,none
TSLA_2025_NUMERIC_FACT_7e59f4e1,rag_gpt_tfidf_top3,correct,False,0.0,True,True,none
TSLA_2025_NUMERIC_FACT_7e59f4e1,oracle_gpt,numeric_unit_error,False,0.0,False,True,none
TSLA_2025_NUMERIC_FACT_7e59f4e1,random_context_gpt,numeric_unit_error,False,0.0,False,False,none
TSLA_2025_NUMERIC_FACT_80d49749,baseline_gpt,wrong_section,False,0.0,False,,wrong_section
TSLA_2025_NUMERIC_FACT_80d49749,rag_gpt_tfidf_top3,wrong_section,False,0.0,False,False,wrong_section
TSLA_2025_NUMERIC_FACT_80d49749,oracle_gpt,wrong_section,False,0.0,False,True,wrong_section
TSLA_2025_NUMERIC_FACT_80d49749,random_context_gpt,wrong_section,False,0.0,False,True,wrong_section
TSLA_2025_NUMERIC_FACT_ffc42d00,baseline_gpt,wrong_section,False,0.0,False,,wrong_section
TSLA_2025_NUMERIC_FACT_ffc42d00,rag_gpt_tfidf_top3,wrong_section,False,0.0,False,False,wrong_section
TSLA_2025_NUMERIC_FACT_ffc42d00,oracle_gpt,wrong_section,False,0.0,False,True,wrong_section
TSLA_2025_NUMERIC_FACT_ffc42d00,random_context_gpt,wrong_section,False,0.0,False,False,wrong_section
