question_id,question_type,ticker,year,status,matched_chunk_ids,score,evidence_valid
NVDA_2025_TEXT_FACT_cc8f5794,text_fact,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0072,1.1,True
TSLA_2025_TEXT_FACT_9f822d5c,text_fact,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0048,1.1,True
AAPL_2025_RISK_FACTOR_8743f31e,risk_factor,AAPL,,remapped_fuzzy,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0027,0.9676,True
AMZN_2025_RISK_FACTOR_b317f49c,risk_factor,AMZN,,remapped_fuzzy,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0028,0.9676,True
GOOG_2025_RISK_FACTOR_66880cae,risk_factor,GOOG,,remapped_fuzzy,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0740,0.9722,True
META_2025_RISK_FACTOR_3c69b4e6,risk_factor,META,,remapped_fuzzy,META_2025_META_Meta_2025_10K_2d479b16_narrative_0022,0.9824,True
MSFT_2025_RISK_FACTOR_7e031b18,risk_factor,MSFT,,remapped_fuzzy,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0033,0.9676,True
NVDA_2025_RISK_FACTOR_ca2e2017,risk_factor,NVDA,,remapped_fuzzy,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0032,0.9676,True
TSLA_2025_RISK_FACTOR_37a7de21,risk_factor,TSLA,,remapped_fuzzy,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0026,0.9676,True
AAPL_2025_EXPLANATION_ac3df4d4,explanation,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0067,1.1,True
AAPL_2025_EXPLANATION_74449cd9,explanation,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0101,1.1,True
AAPL_2025_EXPLANATION_a38bb9a4,explanation,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0102,1.1,True
AAPL_2025_EXPLANATION_1b1734db,explanation,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0107,1.1,True
AAPL_2025_EXPLANATION_1c53cfe5,explanation,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0111,1.1,True
AAPL_2025_EXPLANATION_7c4d05ee,explanation,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0117,1.1,True
AAPL_2025_EXPLANATION_1f9e8384,explanation,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0124,1.1,True
AAPL_2025_EXPLANATION_6d431ce3,explanation,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0132,1.1,True
AAPL_2025_EXPLANATION_664b9ceb,explanation,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0154,1.1,True
AAPL_2025_EXPLANATION_225c2c7e,explanation,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0162,1.1,True
AAPL_2025_EXPLANATION_2555fd22,explanation,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0171,1.1,True
AAPL_2025_EXPLANATION_273d9f15,explanation,AAPL,,remapped_fuzzy,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0258,0.7915,True
AMZN_2025_EXPLANATION_1c04f720,explanation,AMZN,,remapped_exact,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0069,1.1,True
AMZN_2025_EXPLANATION_36f13acd,explanation,AMZN,,remapped_exact,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0072,1.1,True
AMZN_2025_EXPLANATION_8a80f5c8,explanation,AMZN,,remapped_exact,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0074,1.1,True
AMZN_2025_EXPLANATION_011f508f,explanation,AMZN,,remapped_exact,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0074,1.1,True
AMZN_2025_EXPLANATION_4a7e7840,explanation,AMZN,,remapped_exact,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0076,1.1,True
AMZN_2025_EXPLANATION_7ce6faaa,explanation,AMZN,,remapped_exact,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0081,1.1,True
AMZN_2025_EXPLANATION_9f5765f9,explanation,AMZN,,remapped_normalized,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0084,1.05,True
AMZN_2025_EXPLANATION_47741e3e,explanation,AMZN,,remapped_fuzzy,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0085,0.9,True
AMZN_2025_EXPLANATION_119bf615,explanation,AMZN,,remapped_exact,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0090,1.1,True
AMZN_2025_EXPLANATION_898907c1,explanation,AMZN,,remapped_exact,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0094,1.1,True
AMZN_2025_EXPLANATION_df000f79,explanation,AMZN,,remapped_exact,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0094,1.1,True
AMZN_2025_EXPLANATION_4b9b5851,explanation,AMZN,,remapped_exact,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0098,1.1,True
GOOG_2025_EXPLANATION_42690203,explanation,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0106,1.1,True
GOOG_2025_EXPLANATION_51c31aab,explanation,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0112,1.1,True
GOOG_2025_EXPLANATION_b1b8feea,explanation,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0118,1.1,True
GOOG_2025_EXPLANATION_a5a67ef8,explanation,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0120,1.1,True
GOOG_2025_EXPLANATION_88e71cce,explanation,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0120,1.1,True
GOOG_2025_EXPLANATION_d5e1a9a3,explanation,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0127,1.1,True
GOOG_2025_EXPLANATION_0891e064,explanation,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0141,1.1,True
GOOG_2025_EXPLANATION_0ff24e3e,explanation,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0144,1.1,True
GOOG_2025_EXPLANATION_8d2a9471,explanation,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0145,1.1,True
GOOG_2025_EXPLANATION_17a6e7e5,explanation,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0168,1.1,True
GOOG_2025_EXPLANATION_1eb1c6c2,explanation,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0168,1.1,True
GOOG_2025_EXPLANATION_49d93058,explanation,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0179,1.1,True
META_2025_EXPLANATION_3fe99a7e,explanation,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0039,1.07,True
META_2025_EXPLANATION_60e21a96,explanation,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0040,1.07,True
META_2025_EXPLANATION_0e8381ae,explanation,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0041,1.07,True
META_2025_EXPLANATION_67736f1a,explanation,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0047,1.07,True
META_2025_EXPLANATION_14a36012,explanation,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0056,1.1,True
META_2025_EXPLANATION_f4e8f344,explanation,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0064,1.1,True
META_2025_EXPLANATION_bc954f74,explanation,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0066,1.1,True
META_2025_EXPLANATION_f741b7bc,explanation,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0066,1.1,True
META_2025_EXPLANATION_865ae800,explanation,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0077,1.1,True
META_2025_EXPLANATION_72039c50,explanation,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0079,1.1,True
META_2025_EXPLANATION_09b185f0,explanation,META,,remapped_fuzzy,META_2025_META_Meta_2025_10K_2d479b16_narrative_0085,0.903,True
MSFT_2025_EXPLANATION_d01adf25,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0047,1.07,True
MSFT_2025_EXPLANATION_7a83f78b,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0057,1.1,True
MSFT_2025_EXPLANATION_c48f1b3e,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0061,1.1,True
MSFT_2025_EXPLANATION_afcbe3cd,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0063,1.1,True
MSFT_2025_EXPLANATION_647e17e8,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0121,1.1,True
MSFT_2025_EXPLANATION_6b0ca056,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0130,1.1,True
MSFT_2025_EXPLANATION_ff667c79,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0137,1.1,True
MSFT_2025_EXPLANATION_8b2fb4f8,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0147,1.1,True
MSFT_2025_EXPLANATION_668153d9,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0152,1.1,True
MSFT_2025_EXPLANATION_0c64e0be,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0155,1.1,True
MSFT_2025_EXPLANATION_e5b8e964,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0171,1.1,True
NVDA_2025_EXPLANATION_8aa743b2,explanation,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0078,1.1,True
NVDA_2025_EXPLANATION_99eedec1,explanation,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0119,1.1,True
NVDA_2025_EXPLANATION_3b5d0035,explanation,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0123,1.1,True
NVDA_2025_EXPLANATION_0d8250a7,explanation,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0158,1.1,True
NVDA_2025_EXPLANATION_6401f5ac,explanation,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0165,1.1,True
NVDA_2025_EXPLANATION_ebf2a7e1,explanation,NVDA,,remapped_fuzzy,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0170,0.6333,True
NVDA_2025_EXPLANATION_b7b3c446,explanation,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0172,1.1,True
NVDA_2025_EXPLANATION_377f9e0a,explanation,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0176,1.1,True
NVDA_2025_EXPLANATION_d337edb5,explanation,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0181,1.1,True
NVDA_2025_EXPLANATION_0c6f3bb2,explanation,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0185,1.1,True
TSLA_2025_EXPLANATION_8081c204,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0069,1.1,True
TSLA_2025_EXPLANATION_fe914ed3,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0109,1.1,True
TSLA_2025_EXPLANATION_842612a8,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0110,1.1,True
TSLA_2025_EXPLANATION_3e28e215,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0134,1.1,True
TSLA_2025_EXPLANATION_82769cab,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0136,1.1,True
TSLA_2025_EXPLANATION_e7fcf007,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0145,1.1,True
TSLA_2025_EXPLANATION_3c4c46be,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0146,1.1,True
TSLA_2025_EXPLANATION_a917c532,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0159,1.1,True
TSLA_2025_EXPLANATION_593c9163,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0200,1.1,True
TSLA_2025_EXPLANATION_c7f5bf86,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0202,1.1,True
TSLA_2025_EXPLANATION_7c0157a3,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0204,1.1,True
AAPL_2025_RISK_FACTOR_9f59e05b,risk_factor,AAPL,,remapped_fuzzy,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0027,0.9676,True
AAPL_2025_RISK_FACTOR_81eb32b4,risk_factor,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0045,1.07,True
AAPL_2025_TEXT_FACT_204adb9c,text_fact,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0060,1.1,True
AAPL_2025_RISK_FACTOR_8cf2fe55,risk_factor,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0062,1.1,True
AAPL_2025_RISK_FACTOR_e08e633c,risk_factor,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0064,1.1,True
